name,address,city,state,zip_code,country,latitude,longitude
"Kentucky Fried Chicken - Salem, OH - 156 North Lincoln Avenue",156 North Lincoln Avenue,Salem,OH,44460,US,40.90160729,-80.85130187
"Kentucky Fried Chicken - Sandusky, OH - 433 W. Perkins Ave",433 W. Perkins Ave,Sandusky,OH,44870,US,41.43328724,-82.70690442
"Kentucky Fried Chicken - Shelby, OH - 83 West Main Street",83 West Main Street,Shelby,OH,44875,US,40.881525,-82.662633
"Kentucky Fried Chicken - Sidney, OH - 55 S. Vandemark",55 S. Vandemark,Sidney,OH,45365,US,40.28677205,-84.18825373
"Kentucky Fried Chicken - Solon, OH - 6030 Enterprise Pkwy",6030 Enterprise Pkwy,Solon,OH,44139,US,41.39510799,-81.46442152
"Kentucky Fried Chicken - South Euclid, OH - 4001 Mayfield",4001 Mayfield,South Euclid,OH,44121,US,41.52098286,-81.53595431
"Kentucky Fried Chicken - South Point, OH - 413 County Road 406",413 County Road 406,South Point,OH,45680,US,38.4200299,-82.50464703
"Kentucky Fried Chicken - Springboro, OH - 844 West Central Avenue",844 West Central Avenue,Springboro,OH,45066,US,39.56310144,-84.26171615
KFC 1520 Hillcrest Avenue,1520 Hillcrest Avenue,Springfield,OH,45504,US,,
KFC 2407 E. Main Street,2407 E. Main Street,Springfield,OH,45503,US,,
"Kentucky Fried Chicken - Steubenville, OH - 4187 Sunset Boulevard",4187 Sunset Boulevard,Steubenville,OH,43952,US,40.37604808,-80.6777545
"Kentucky Fried Chicken - Streetsboro, OH - 9119 State Route 14",9119 State Route 14,Streetsboro,OH,44241,US,41.23843185,-81.34007981
"Kentucky Fried Chicken - Strongsville, OH - 12827 Pearl Road",12827 Pearl Road,Strongsville,OH,44136,US,41.3198533,-81.83546658
"Kentucky Fried Chicken - Sunbury, OH - 7309 E State Rt. 37",7309 E State Rt. 37,Sunbury,OH,43074,US,40.26728606,-82.93004318
"Kentucky Fried Chicken - Tiffin, OH - 2004 W. State Route 18",2004 W. State Route 18,Tiffin,OH,44883,US,41.11041981,-83.20914664
KFC 1830 W. Laskey Road,1830 W. Laskey Road,Toledo,OH,43613,US,,
KFC 2902 Monroe Street,2902 Monroe Street,Toledo,OH,43606,US,,
KFC 3730 Secor Road,3730 Secor Road,Toledo,OH,43623,US,,
KFC 5001 Monroe Street,5001 Monroe Street,Toledo,OH,43623,US,,
KFC 523 E. Manhattan Blvd,523 E. Manhattan Blvd,Toledo,OH,43608,US,,
KFC 6790 W. Central Avenue,6790 W. Central Avenue,Toledo,OH,43617,US,,
"Kentucky Fried Chicken - Trotwood, OH - 5321 Salem Avenue",5321 Salem Avenue,Trotwood,OH,45426,US,39.82136169,-84.28559699
"Kentucky Fried Chicken - Troy, OH - 21 South Stanfield Road",21 South Stanfield Road,Troy,OH,45373,US,40.05435708,-84.24013455
"Kentucky Fried Chicken - Uhrichsville, OH - 116 West McCauley Drive SE",116 West McCauley Drive SE,Uhrichsville,OH,44683,US,40.41003285,-81.3514507
"Kentucky Fried Chicken - Upper Sandusky, OH - 1290 North Warpole",1290 North Warpole,Upper Sandusky,OH,43351,US,40.85421577,-83.30095489
"Kentucky Fried Chicken - Urbana, OH - 144 South Jefferson Avenue",144 South Jefferson Avenue,Urbana,OH,43078,US,40.10585359,-83.73813726
"Kentucky Fried Chicken - Vandalia, OH - 420 East National Road",420 East National Road,Vandalia,OH,45377,US,39.89093779,-84.19212268
"Kentucky Fried Chicken - Wadsworth, OH - 802 High Street",802 High Street,Wadsworth,OH,44281,US,41.044881,-81.729406
KFC 3445 Elm Road,3445 Elm Road,Warren,OH,44483,US,,
KFC 855 West Market Street,855 West Market Street,Warren,OH,44481,US,,
"Kentucky Fried Chicken - Washington Court House, OH - 342 West Court Street",342 West Court Street,Washington Court House,OH,43160,US,39.53349427,-83.44377582
"Kentucky Fried Chicken - Wauseon, OH - 1180 N. Shoop Avenue",1180 N. Shoop Avenue,Wauseon,OH,43567,US,41.56390348,-84.13400848
"Kentucky Fried Chicken - Waverly, OH - 11670 U. S. 23 South",11670 U. S. 23 South,Waverly,OH,45690,US,39.119317,-82.993649
"Kentucky Fried Chicken - West Carrollton, OH - 680 East Central Avenue",680 East Central Avenue,West Carrollton,OH,45449,US,39.67525296,-84.2436056
"Kentucky Fried Chicken - West Chester, OH - 7469 Tylersville Road",7469 Tylersville Road,West Chester,OH,45069,US,39.35329178,-84.36930327
"Kentucky Fried Chicken - West Union, OH - 11191 State Route 41",11191 State Route 41,West Union,OH,45693,US,38.7815513,-83.56439851
"Kentucky Fried Chicken - Westerville, OH - 525 S State Street",525 S State Street,Westerville,OH,43081,US,40.11226119,-82.92714181
"Kentucky Fried Chicken - Whitehall, OH - 4449 E Main St",4449 E Main St,Whitehall,OH,43213,US,39.9551892,-82.8791962
"Kentucky Fried Chicken - Willard, OH - 101 Walton Street",101 Walton Street,Willard,OH,44890,US,41.042485,-82.727594
"Kentucky Fried Chicken - Willoughby, OH - 34400 Euclid Avenue",34400 Euclid Avenue,Willoughby,OH,44094,US,41.62379387,-81.44336965
"Kentucky Fried Chicken - Willowick, OH - 29050 Lake Shore Boulevard",29050 Lake Shore Boulevard,Willowick,OH,44095,US,41.63010538,-81.48242609
"Kentucky Fried Chicken - Wilmington, OH - 127 East Main",127 East Main,Wilmington,OH,45177,US,39.4455224,-83.82635167
"Kentucky Fried Chicken - Woodsfield, OH - 116 North Main Street",116 North Main Street,Woodsfield,OH,43793,US,39.76306381,-81.11530845
"Kentucky Fried Chicken - Wooster, OH - 440 Beall Avenue",440 Beall Avenue,Wooster,OH,44691,US,40.80373523,-81.93486867
"Kentucky Fried Chicken - Xenia, OH - 124 W. Main St",124 W. Main St,Xenia,OH,45385,US,39.68504338,-83.9318021
KFC 3299 Canfield Road,3299 Canfield Road,Youngstown,OH,44511,US,,
KFC 3717 Belmont Avenue,3717 Belmont Avenue,Youngstown,OH,44505,US,,
KFC 6636 South Avenue,6636 South Avenue,Youngstown,OH,44512,US,,
KFC 2113 Maysville,2113 Maysville,Zanesville,OH,43701,US,,
KFC 2160 Maple Avenue,2160 Maple Avenue,Zanesville,OH,43701,US,,
"Kentucky Fried Chicken - Ada, OK - 501 N. Mississippi",501 N. Mississippi,Ada,OK,74820,US,34.77898517,-96.67019465
"Kentucky Fried Chicken - Altus, OK - 1215 N. Main St",1215 N. Main St,Altus,OK,73521,US,34.650725,-99.33435
"Kentucky Fried Chicken - Ardmore, OK - 2615 W. Broadway Street",2615 W. Broadway Street,Ardmore,OK,73401,US,34.17357404,-97.16332035
"Kentucky Fried Chicken - Atoka, OK - 101 N Mississippi Ave",101 N Mississippi Ave,Atoka,OK,74525,US,34.38649642,-96.12848733
"Kentucky Fried Chicken - Bartlesville, OK - 3125 E. Frank Phillips Boulevard",3125 E. Frank Phillips Boulevard,Bartlesville,OK,74006,US,36.75003454,-95.94222551
KFC 1341 E. Kenosha Street,1341 E. Kenosha Street,Broken Arrow,OK,74012,US,36.0608254,-95.7907793
KFC 6155 S. Garnett Road,6155 S. Garnett Road,Broken Arrow,OK,74012,US,36.0743835,-95.8505381
"Kentucky Fried Chicken - Broken Bow, OK - 303 S Park Drive",303 S Park Drive,Broken Bow,OK,74728,US,34.02424,-94.738881
"Kentucky Fried Chicken - Chickasha, OK - 1228 S. Fourth Street",1228 S. Fourth Street,Chickasha,OK,73018,US,35.03808298,-97.93722044
"Kentucky Fried Chicken - Claremore, OK - 1760 State Highway 66",1760 State Highway 66,Claremore,OK,74017,US,36.288534,-95.633195
"Kentucky Fried Chicken - Duncan, OK - 1208 N. Highway 81",1208 N. Highway 81,Duncan,OK,73533,US,34.51738493,-97.96644271
"Kentucky Fried Chicken - Durant, OK - 2403 W. Main Street",2403 W. Main Street,Durant,OK,74701,US,33.998201,-96.407676
KFC 1609 E 2nd Street,1609 E 2nd Street,Edmond,OK,73034,US,,
KFC 2107 W Danforth Rd,2107 W Danforth Rd,Edmond,OK,73003,US,,
"Kentucky Fried Chicken - El Reno, OK - 2250 S. Country Club Rd",2250 S. Country Club Rd,El Reno,OK,73036,US,35.51269773,-97.97311332
KFC 3904 W. Owen K. Garriot,3904 W. Owen K. Garriot,Enid,OK,73703,US,,
KFC 702 East Main,702 East Main,Enid,OK,73701,US,,
"Kentucky Fried Chicken - Guymon, OK - 409 SE 2nd Street",409 SE 2nd Street,Guymon,OK,73942,US,36.67716586,-101.47659338
"Kentucky Fried Chicken - Henryetta, OK - 414 E. Main Street",414 E. Main Street,Henryetta,OK,74437,US,35.44014829,-95.97687506
"Kentucky Fried Chicken - Hugo, OK - 1311 East Jackson",1311 East Jackson,Hugo,OK,74743,US,34.01088276,-95.49751314
"Kentucky Fried Chicken - Idabel, OK - 1808 SE Washington Street",1808 SE Washington Street,Idabel,OK,74745,US,33.89513878,-94.80443015
"Kentucky Fried Chicken - Kingfisher, OK - 1015 South Main",1015 South Main,Kingfisher,OK,73750,US,35.85074235,-97.93227368
KFC 4702 NW Cache Rd,4702 NW Cache Rd,Lawton,OK,73505,US,,
KFC 8 S.E. Lee Blvd,8 S.E. Lee Blvd,Lawton,OK,73501,US,,
"Kentucky Fried Chicken - McAlester, OK - 707 George Nigh Expressway",707 George Nigh Expressway,McAlester,OK,74501,US,34.91219855,-95.74607484
"Kentucky Fried Chicken - Midwest City, OK - 2830 South Douglas Blvd",2830 South Douglas Blvd,Midwest City,OK,73130,US,35.43810851,-97.37029332
"Kentucky Fried Chicken - Moore, OK - 1200 N Moore Ave",1200 N Moore Ave,Moore,OK,73160,US,35.34803783,-97.49653938
"Kentucky Fried Chicken - Muskogee, OK - 2006 North Main",2006 North Main,Muskogee,OK,74401,US,35.77093004,-95.35882326
"Kentucky Fried Chicken - Mustang, OK - 221 North Mustang Road",221 North Mustang Road,Mustang,OK,73064,US,35.39336891,-97.72497414
"Kentucky Fried Chicken - Newcastle, OK - 909 NW 32nd Street",909 NW 32nd Street,Newcastle,OK,73065,US,35.29151826,-97.61058706
KFC 1201 E Alameda St,1201 E Alameda St,Norman,OK,73071,US,,
KFC 1801 W. Lindsey St,1801 W. Lindsey St,Norman,OK,73069,US,,
KFC 12330 N. Pennsylvania Ave,12330 N. Pennsylvania Ave,Oklahoma City,OK,73120,US,,
KFC 2231 NW 23rd St,2231 NW 23rd St,Oklahoma City,OK,73107,US,,
KFC 2903 SW 29th St,2903 SW 29th St,Oklahoma City,OK,73119,US,,
KFC 4621 NW 39th Street,4621 NW 39th Street,Oklahoma City,OK,73122,US,,
KFC 5901 SW 4th Terrace,5901 SW 4th Terrace,Oklahoma City,OK,73128,US,,
KFC 5917 S Shields Blvd,5917 S Shields Blvd,Oklahoma City,OK,73129,US,,
KFC 7120 NW Expressway,7120 NW Expressway,Oklahoma City,OK,73132,US,,
KFC 7617 S Western Ave,7617 S Western Ave,Oklahoma City,OK,73139,US,,
KFC 8950 NE 23rd Street,8950 NE 23rd Street,Oklahoma City,OK,73141,US,,
"Kentucky Fried Chicken - Okmulgee, OK - 1016 E. Sixth Street",1016 E. Sixth Street,Okmulgee,OK,74447,US,35.62313971,-95.9593441
"Kentucky Fried Chicken - Ponca City, OK - 1308 Princeton",1308 Princeton,Ponca City,OK,74601,US,36.73331517,-97.06851636
"Kentucky Fried Chicken - Pryor, OK - 2 S. Mill Street",2 S. Mill Street,Pryor,OK,74361,US,36.30789702,-95.31878201
"Kentucky Fried Chicken - Purcell, OK - 1718 N Green Avenue",1718 N Green Avenue,Purcell,OK,73080,US,35.03174533,-97.36588195
"Kentucky Fried Chicken - Sand Springs, OK - 206 N. Wilson",206 N. Wilson,Sand Springs,OK,74063,US,36.13873217,-96.11568431
"Kentucky Fried Chicken - Sapulpa, OK - 501 S. Main Street",501 S. Main Street,Sapulpa,OK,74066,US,35.99283926,-96.11353064
"Kentucky Fried Chicken - Seminole, OK - 1101 North Milt Phillips",1101 North Milt Phillips,Seminole,OK,74868,US,35.23365256,-96.67146544
KFC 1408 N. Harrison St,1408 N. Harrison St,Shawnee,OK,74801,US,,
KFC 240 Shawnee Mall Drive,240 Shawnee Mall Drive,Shawnee,OK,74804,US,,
"Kentucky Fried Chicken - Stillwater, OK - 715 W. Sixth Avenue",715 W. Sixth Avenue,Stillwater,OK,74074,US,36.11541094,-97.06765068
"Kentucky Fried Chicken - Tahlequah, OK - 1614 S. Muskogee Avenue",1614 S. Muskogee Avenue,Tahlequah,OK,74464,US,35.894936,-94.977427
KFC 11104 E. 21st Street,11104 E. 21st Street,Tulsa,OK,74129,US,,
KFC 4235 S. Peoria Ave,4235 S. Peoria Ave,Tulsa,OK,74105,US,,
KFC 4707 N. Peoria Avenue,4707 N. Peoria Avenue,Tulsa,OK,74126,US,,
KFC 4926 S. Union Avenue,4926 S. Union Avenue,Tulsa,OK,74107,US,,
KFC 7180 S. Memorial Drive,7180 S. Memorial Drive,Tulsa,OK,74133,US,,
KFC 7304 E. Admiral Blvd,7304 E. Admiral Blvd,Tulsa,OK,74115,US,,
"Kentucky Fried Chicken - Woodward, OK - 2411 Oklahoma Ave",2411 Oklahoma Ave,Woodward,OK,73801,US,36.43313748,-99.41111566
"Kentucky Fried Chicken - Yukon, OK - 1301 Garth Brooks Blvd",1301 Garth Brooks Blvd,Yukon,OK,73099,US,35.48897132,-97.75956983
"Kentucky Fried Chicken - Albany, OR - 2145 Pacific Boulevard",2145 Pacific Boulevard,Albany,OR,97321,US,44.6359655,-123.0791366
"Kentucky Fried Chicken - Aloha, OR - 18735 S.W. Tualatin",18735 S.W. Tualatin,Aloha,OR,97006,US,45.494442,-122.87047645
"Kentucky Fried Chicken - Astoria, OR - 325 West Marine Drive",325 West Marine Drive,Astoria,OR,97103,US,46.18851543,-123.85161179
KFC 10190 SW Beaverton Hillsdale,10190 SW Beaverton Hillsdale,Beaverton,OR,97005,US,,
KFC 3340 SW Cedar Hills Blvd,3340 SW Cedar Hills Blvd,Beaverton,OR,97005,US,45.4956593,-122.8088339
"Kentucky Fried Chicken - Bend, OR - 61355 South Highway 97",61355 South Highway 97,Bend,OR,97702,US,44.02811016,-121.31353503
"Kentucky Fried Chicken - Brookings, OR - 350 5th Street",350 5th Street,Brookings,OR,97415,US,42.05387687,-124.28802166
"Kentucky Fried Chicken - Canby, OR - 1101 S.W. First Avenue",1101 S.W. First Avenue,Canby,OR,97013,US,45.25599678,-122.70445192
"Kentucky Fried Chicken - Central Point, OR - 250 Penninger Road",250 Penninger Road,Central Point,OR,97502,US,42.376101,-122.90025094
"Kentucky Fried Chicken - Clackamas, OR - 10185 S.E. Sunnyside Rd",10185 S.E. Sunnyside Rd,Clackamas,OR,97015,US,45.4337329,-122.5601744
"Kentucky Fried Chicken - Corvallis, OR - 1775 North Ninth Street",1775 North Ninth Street,Corvallis,OR,97330,US,44.58521272,-123.25621514
"Kentucky Fried Chicken - Cottage Grove, OR - 1530 Gateway Blvd",1530 Gateway Blvd,Cottage Grove,OR,97424,US,43.80396988,-123.04500165
KFC 2545 River Road,2545 River Road,Eugene,OR,97404,US,,
KFC 3175 W. 11th Avenue,3175 W. 11th Avenue,Eugene,OR,97402,US,,
"Kentucky Fried Chicken - Grants Pass, OR - 280 NE Beacon Drive",280 NE Beacon Drive,Grants Pass,OR,97526,US,42.43831418,-123.30991649
"Kentucky Fried Chicken - Gresham, OR - 205 NW Burnside St",205 NW Burnside St,Gresham,OR,97030,US,45.5097039,-122.43307641
KFC 115 SW Oak St,115 SW Oak St,Hillsboro,OR,97123,US,,
KFC 7340 NW Butler Road,7340 NW Butler Road,Hillsboro,OR,97124,US,,
"Kentucky Fried Chicken - Klamath Falls, OR - 4404 South 6th Street",4404 South 6th Street,Klamath Falls,OR,97603,US,42.20614234,-121.73453241
"Kentucky Fried Chicken - La Grande, OR - 1706 Adams Avenue",1706 Adams Avenue,La Grande,OR,97850,US,45.32382248,-118.08731233
"Kentucky Fried Chicken - Lebanon, OR - 51 Cascade Drive",51 Cascade Drive,Lebanon,OR,97355,US,44.51515367,-122.89644026
"Kentucky Fried Chicken - Madras, OR - 1075 SW Highway 97",1075 SW Highway 97,Madras,OR,97741,US,44.62053614,-121.13190773
"Kentucky Fried Chicken - McMinnville, OR - 2570 Northeast 99 W",2570 Northeast 99 W,McMinnville,OR,97128,US,45.22842235,-123.1721633
KFC 1408 Center Drive,1408 Center Drive,Medford,OR,97501,US,,
KFC 308 Barnett Road,308 Barnett Road,Medford,OR,97501,US,,
KFC 390 East McAndrews Road,390 East McAndrews Road,Medford,OR,97501,US,,
"Kentucky Fried Chicken - Monmouth, OR - 380 S. Pacific Highway",380 S. Pacific Highway,Monmouth,OR,97361,US,44.85158,-123.22955
"Kentucky Fried Chicken - North Bend, OR - 2273 Newmark Street",2273 Newmark Street,North Bend,OR,97459,US,43.39121174,-124.24375496
"Kentucky Fried Chicken - Ontario, OR - 1639 E. Idaho Avenue",1639 E. Idaho Avenue,Ontario,OR,97914,US,44.02519604,-116.94185802
KFC 1101 Main St,1101 Main St,Oregon City,OR,97045,US,,
KFC 1308 Molalla Ave,1308 Molalla Ave,Oregon City,OR,97045,US,,
"Kentucky Fried Chicken - Pendleton, OR - 1615 S.W. Emigrant Avenue",1615 S.W. Emigrant Avenue,Pendleton,OR,97801,US,45.66612226,-118.80208662
KFC 12124 NE Glisan St,12124 NE Glisan St,Portland,OR,97220,US,,
KFC 14515 SE Division St,14515 SE Division St,Portland,OR,97236,US,,
KFC 5721 NE Martin Luther King,5721 NE Martin Luther King,Portland,OR,97211,US,,
KFC 7641 SW Barbur Blvd,7641 SW Barbur Blvd,Portland,OR,97219,US,,
KFC 8131 SE Powell Blvd,8131 SE Powell Blvd,Portland,OR,97206,US,,
"Kentucky Fried Chicken - Redmond, OR - 1719 S.W. Wickiup Avenue",1719 S.W. Wickiup Avenue,Redmond,OR,97756,US,44.24765106,-121.18742122
"Kentucky Fried Chicken - Roseburg, OR - 327 Northwest Garden Valley Boulevard",327 Northwest Garden Valley Boulevard,Roseburg,OR,97470,US,43.22631772,-123.35718921
KFC 3133 Broadway Northeast,3133 Broadway Northeast,Salem,OR,97303,US,,
KFC 3702 Commercial Southeast,3702 Commercial Southeast,Salem,OR,97302,US,,
KFC 3937 Devonshire Avenue Northeast,3937 Devonshire Avenue Northeast,Salem,OR,97305,US,,
KFC 902 Lancaster Northeast,902 Lancaster Northeast,Salem,OR,97301,US,,
"Kentucky Fried Chicken - Sandy, OR - 37495 Highway 26",37495 Highway 26,Sandy,OR,97055,US,45.40063103,-122.27774536
"Kentucky Fried Chicken - Sherwood, OR - 15971 S.W. Tualatin Sherwood Road",15971 S.W. Tualatin Sherwood Road,Sherwood,OR,97140,US,45.36912683,-122.84148712
"Kentucky Fried Chicken - Silverton, OR - 605 West C Street",605 West C Street,Silverton,OR,97381,US,45.00709956,-122.79028583
KFC 2575 Olympic Street,2575 Olympic Street,Springfield,OR,97477,US,,
KFC 3230 Gateway Street,3230 Gateway Street,Springfield,OR,97477,US,,
"Kentucky Fried Chicken - The Dalles, OR - 2700 W. 6th Street",2700 W. 6th Street,The Dalles,OR,97058,US,45.61731104,-121.21116029
"Kentucky Fried Chicken - Woodburn, OR - 2601 Newburg Highway",2601 Newburg Highway,Woodburn,OR,97071,US,45.15137216,-122.87447154
"Kentucky Fried Chicken - Allentown, PA - 1833 S. 4th Street",1833 S. 4th Street,Allentown,PA,18103,US,40.5817425,-75.45636202
"Kentucky Fried Chicken - Allison Park, PA - 4673 William Flynn Highway",4673 William Flynn Highway,Allison Park,PA,15101,US,40.59237024,-79.94835743
KFC 2525 Sixth Ave,2525 Sixth Ave,Altoona,PA,16602,US,,
KFC 594 West Plank Road,594 West Plank Road,Altoona,PA,16602,US,40.472701,-78.4059444
"Kentucky Fried Chicken - Bala Cynwyd, PA - 27 West City Line Avenue",27 West City Line Avenue,Bala Cynwyd,PA,19004,US,39.99985718,-75.23030592
"Kentucky Fried Chicken - Beaver Falls, PA - 2666 Constitution Boulevard",2666 Constitution Boulevard,Beaver Falls,PA,15010,US,40.77655446,-80.3803995
"Kentucky Fried Chicken - Belle Vernon, PA - 865 Rostraver Road",865 Rostraver Road,Belle Vernon,PA,15012,US,40.13815899,-79.84292703
"Kentucky Fried Chicken - Bellevue, PA - 4306 Ohio River Blvd",4306 Ohio River Blvd,Bellevue,PA,15202,US,40.48841286,-80.05664048
"Kentucky Fried Chicken - Bethel Park, PA - 5153 Library Road",5153 Library Road,Bethel Park,PA,15102,US,40.33612773,-80.02400397
KFC 2184 W. Union Blvd,2184 W. Union Blvd,Bethlehem,PA,18018,US,,
KFC 2571 Easton Avenue,2571 Easton Avenue,Bethlehem,PA,18017,US,,
"Kentucky Fried Chicken - Bloomsburg, PA - 185 Columbia Mall Drive",185 Columbia Mall Drive,Bloomsburg,PA,17815,US,41.01556018,-76.48959989
"Kentucky Fried Chicken - Bradford, PA - 119 West Washington Street",119 West Washington Street,Bradford,PA,16701,US,41.95693282,-78.65656154
"Kentucky Fried Chicken - Brodheadsville, PA - 1693 Rt 209",1693 Rt 209,Brodheadsville,PA,18322,US,40.92249746,-75.40086869
"Kentucky Fried Chicken - Brookhaven, PA - 3515 Edgmont Ave",3515 Edgmont Ave,Brookhaven,PA,19015,US,39.87100182,-75.38469306
KFC 212 New Castle Road,212 New Castle Road,Butler,PA,16001,US,,
KFC 218 New Castle Road,218 New Castle Road,Butler,PA,16001,US,,
"Kentucky Fried Chicken - Canonsburg, PA - 109 Cavasina Drive",109 Cavasina Drive,Canonsburg,PA,15317,US,40.26286936,-80.17458895
"Kentucky Fried Chicken - Carlisle, PA - 670 North Hanover",670 North Hanover,Carlisle,PA,17013,US,40.20977892,-77.18394038
"Kentucky Fried Chicken - Chambersburg, PA - 1226 Lincoln Way East",1226 Lincoln Way East,Chambersburg,PA,17201,US,39.9277376,-77.6324436
"Kentucky Fried Chicken - Clarks Summit, PA - 900 South State Street",900 South State Street,Clarks Summit,PA,18411,US,41.4894743,-75.6976737
"Kentucky Fried Chicken - Clearfield, PA - 14555 Clearfield Shawville Highway",14555 Clearfield Shawville Highway,Clearfield,PA,16830,US,41.03666959,-78.39984379
"Kentucky Fried Chicken - Clifton Heights, PA - 5311 W. Baltimore Avenue",5311 W. Baltimore Avenue,Clifton Heights,PA,19018,US,39.92567966,-75.30926895
"Kentucky Fried Chicken - Coraopolis, PA - 6901 University Boulevard",6901 University Boulevard,Coraopolis,PA,15108,US,40.51698669,-80.22056086
"Kentucky Fried Chicken - Cranberry Township, PA - 20245 Route 19",20245 Route 19,Cranberry Township,PA,16066,US,40.6878457,-80.1055174
"Kentucky Fried Chicken - Ebensburg, PA - 4490 Admiral Peary Highway",4490 Admiral Peary Highway,Ebensburg,PA,15931,US,40.4697113,-78.755104
KFC 1116 Parade Street,1116 Parade Street,Erie,PA,16503,US,,
KFC 2656 West 12th Street,2656 West 12th Street,Erie,PA,16505,US,,
KFC 4410 Buffalo Road,4410 Buffalo Road,Erie,PA,16510,US,,
KFC 5933 Peach Street,5933 Peach Street,Erie,PA,16509,US,,
"Kentucky Fried Chicken - Etters, PA - 49 Robin Hood Drive",49 Robin Hood Drive,Etters,PA,17319,US,40.154249,-76.82088676
"Kentucky Fried Chicken - Exton, PA - 104 N. Pottstown Pike",104 N. Pottstown Pike,Exton,PA,19341,US,40.02882241,-75.62947324
"Kentucky Fried Chicken - Eynon, PA - 531 Scranton-Carbondale Highway",531 Scranton-Carbondale Highway,Eynon,PA,18403,US,41.5025737,-75.58066355
"Kentucky Fried Chicken - Fairless Hills, PA - 432 Lincoln Hwy",432 Lincoln Hwy,Fairless Hills,PA,19030,US,40.19022304,-74.8350805
"Kentucky Fried Chicken - Feasterville, PA - 265 East Street Road",265 East Street Road,Feasterville,PA,19053,US,40.14688503,-74.99670838
"Kentucky Fried Chicken - Gettysburg, PA - 539 Steinwehr Avenue",539 Steinwehr Avenue,Gettysburg,PA,17325,US,39.81741369,-77.23645638
"Kentucky Fried Chicken - Greensburg, PA - 5299 Route 30",5299 Route 30,Greensburg,PA,15601,US,40.3033988,-79.51192897
"Kentucky Fried Chicken - Hanover, PA - 1170 Carlisle Avenue",1170 Carlisle Avenue,Hanover,PA,17331,US,39.82279846,-76.99775563
"Kentucky Fried Chicken - Harmarville, PA - 1 Harmar Landing Drive",1 Harmar Landing Drive,Harmarville,PA,15238,US,40.53950462,-79.82910773
"Kentucky Fried Chicken - Harrisburg, PA - 3819 Walnut Street",3819 Walnut Street,Harrisburg,PA,17109,US,40.29141508,-76.83197624
"Kentucky Fried Chicken - Hazleton, PA - 650 East Broad Street",650 East Broad Street,Hazleton,PA,18201,US,40.95024092,-75.96371154
"Kentucky Fried Chicken - Hermitage, PA - 100 S. Hermitage Road",100 S. Hermitage Road,Hermitage,PA,16148,US,41.23171221,-80.45017393
"Kentucky Fried Chicken - Homestead, PA - 222 W. 8th Ave",222 W. 8th Ave,Homestead,PA,15120,US,40.40412787,-79.91444784
"Kentucky Fried Chicken - Hummelstown, PA - 603 East Main Street",603 East Main Street,Hummelstown,PA,17036,US,40.2672731,-76.6893911
"Kentucky Fried Chicken - Irwin, PA - 9390 Route 30",9390 Route 30,Irwin,PA,15642,US,40.32256306,-79.69828629
"Kentucky Fried Chicken - Johnstown, PA - 1007 Scalp Avenue",1007 Scalp Avenue,Johnstown,PA,15904,US,40.2838237,-78.8635881
"Kentucky Fried Chicken - Kennett Square, PA - 743 W Cypress St",743 W Cypress St,Kennett Square,PA,19348,US,39.84308725,-75.72946969
"Kentucky Fried Chicken - Kingston, PA - 523 Wyoming Avenue",523 Wyoming Avenue,Kingston,PA,18704,US,41.26797366,-75.88973207
"Kentucky Fried Chicken - Kittanning, PA - 14 Hilltop Plaza",14 Hilltop Plaza,Kittanning,PA,16201,US,40.81282474,-79.54349032
KFC 1533 Columbia Avenue,1533 Columbia Avenue,Lancaster,PA,17603,US,,
KFC 1535 Manheim Pike,1535 Manheim Pike,Lancaster,PA,17601,US,,
KFC 2333 Rockvale Road,2333 Rockvale Road,Lancaster,PA,17602,US,,
"Kentucky Fried Chicken - Latrobe, PA - 1004 Latrobe Thirty Plaza",1004 Latrobe Thirty Plaza,Latrobe,PA,15650,US,40.28617179,-79.3843111
"Kentucky Fried Chicken - Lebanon, PA - 1505 Cumberland Street",1505 Cumberland Street,Lebanon,PA,17042,US,40.33856948,-76.43821589
"Kentucky Fried Chicken - Lemoyne, PA - 313 Lowther Street",313 Lowther Street,Lemoyne,PA,17043,US,40.24126346,-76.88875588
"Kentucky Fried Chicken - Lewisburg, PA - 33 North Derr Drive",33 North Derr Drive,Lewisburg,PA,17837,US,40.96130023,-76.89259017
"Kentucky Fried Chicken - Lewistown, PA - 221 Electric Avenue",221 Electric Avenue,Lewistown,PA,17044,US,40.61596186,-77.56749592
"Kentucky Fried Chicken - Lincoln University, PA - 1570 Baltimore Pike",1570 Baltimore Pike,Lincoln University,PA,19352,US,39.8070754,-75.928587
"Kentucky Fried Chicken - Lock Haven, PA - 109 Bellefonte Avenue",109 Bellefonte Avenue,Lock Haven,PA,17745,US,41.1364915,-77.4496627
"Kentucky Fried Chicken - Mansfield, PA - 1320 South Main Street",1320 South Main Street,Mansfield,PA,16933,US,41.78115599,-77.06961273
"Kentucky Fried Chicken - McKees Rocks, PA - 6190 Steubenville Pike",6190 Steubenville Pike,McKees Rocks,PA,15136,US,40.44552329,-80.15017254
"Kentucky Fried Chicken - McKeesport, PA - 640 Longrun Road",640 Longrun Road,McKeesport,PA,15132,US,40.32320808,-79.83268872
"Kentucky Fried Chicken - Meadville, PA - 18838 Park Avenue Plaza",18838 Park Avenue Plaza,Meadville,PA,16335,US,41.62144719,-80.16103624
